Experiment 1,Experiment 2,Metric,Mean 1,Mean 2,Std 1,Std 2
Baseline,MLCV,Recall,0.6872219975443694,0.6901037935224936,0.3301560048093541,0.32779675844800255
Baseline,MLCV,F1,0.7160020712738189,0.7192212349488171,0.3160989272537948,0.3140127136566976
Baseline,MLCV,Precision,0.7690340287199012,0.7694738335124303,0.27515331209659305,0.27754346258696794
RUS_0,RUS_1,Recall,0.8451736559961717,0.8463052655056408,0.15528955044578466,0.15476877242200487
RUS_0,RUS_1,F1,0.7681815975775276,0.7692938581070807,0.23564989785757037,0.23528166618868618
RUS_0,RUS_1,Precision,0.7285290329358819,0.7285350312368558,0.2754678929879018,0.2757885253491665
TomekLinks_0,TomekLinks_1,Recall,0.7243825166882026,0.7250323808339818,0.30747844416030645,0.30663693390106456
TomekLinks_0,TomekLinks_1,F1,0.7333584983447629,0.7349359504825833,0.30317650385276074,0.30135411340432267
TomekLinks_0,TomekLinks_1,Precision,0.7582791248919692,0.7593355532074048,0.2819070982710283,0.28016649534709454
ENN_0,ENN_1,Recall,0.8230184279293048,0.822745074013794,0.25391837351784297,0.2526749621757076
ENN_0,ENN_1,F1,0.754329103810254,0.7546238773873494,0.27021578861785456,0.268216684170301
ENN_0,ENN_1,Precision,0.7229227470952679,0.7247636949994823,0.2793928989679019,0.27463030966876745
NearMiss_0,NearMiss_1,Recall,0.8366408507958139,0.8347195348356907,0.15325389512392482,0.15470403560787413
NearMiss_0,NearMiss_1,F1,0.7463579179478278,0.7458754700877828,0.25842939719932567,0.2593043879551005
NearMiss_0,NearMiss_1,Precision,0.7086684744274346,0.7078331906464735,0.30485423413690893,0.3058406341235798
AllKNN_0,AllKNN_1,Recall,0.8403149426629556,0.838650214991692,0.232674811582133,0.2349581655625969
AllKNN_0,AllKNN_1,F1,0.7586628965702392,0.7573328591682915,0.2625007161632183,0.2639731832327825
AllKNN_0,AllKNN_1,Precision,0.718327933566373,0.7171271786010487,0.28893762693942193,0.2894096697004676
IHT_0,IHT_1,Recall,0.9012873341307729,0.8994684549495572,0.10397142661807077,0.10743077825088328
IHT_0,IHT_1,F1,0.7426540921541415,0.7412619455421338,0.22360474568053437,0.22617952994430932
IHT_0,IHT_1,Precision,0.6684650255888541,0.667032545411599,0.2736818358433314,0.2756977316536379
CNN_0,CNN_1,Recall,0.7892732640693906,0.788782773290501,0.23143739133873117,0.23578533212862776
CNN_0,CNN_1,F1,0.7387282237787951,0.7374606091509546,0.23964538705973074,0.24333508819367725
CNN_0,CNN_1,Precision,0.7113658365352852,0.7079218001245459,0.253968661058196,0.25853935668773187
NCR_0,NCR_1,Recall,0.8056721936647729,0.8039564187292269,0.2645064966906971,0.26586979669762534
NCR_0,NCR_1,F1,0.7531430185860201,0.7519738856596829,0.27531926474102075,0.2769803876192765
NCR_0,NCR_1,Precision,0.7305745901715445,0.7286279092737761,0.27322915346381427,0.2762070702878633
Reen_0,Reen_1,Recall,0.8685802165404474,0.864814499867868,0.18774165612199095,0.19165471227374523
Reen_0,Reen_1,F1,0.7561534642660294,0.7553349638481017,0.2536035490454032,0.2547935179926005
Reen_0,Reen_1,Precision,0.6993898566085502,0.6992380398055221,0.2983186293676617,0.29849953619764075
OSS_0,OSS_1,Recall,0.7233590302350326,0.7228383532147641,0.30095828105695,0.3017716422186538
OSS_0,OSS_1,F1,0.7299104021788012,0.7290983079993288,0.2947597624797061,0.29583825206940867
OSS_0,OSS_1,Precision,0.7552401032680928,0.7483406981012317,0.27063898551919136,0.28030165824836084
CC_0,CC_1,Recall,0.8833005585144608,0.8857721384353869,0.12689232650776242,0.12439993130031027
CC_0,CC_1,F1,0.7356731889669548,0.7372717104354481,0.23359090427559534,0.23282448618511326
CC_0,CC_1,Precision,0.6855593681614218,0.6862151297652375,0.2857622562319494,0.28558578750156693
ROS_0,ROS_1,Recall,0.724397761501069,0.7254461485412862,0.2995882923923185,0.29888985439733057
ROS_0,ROS_1,F1,0.7349494231284669,0.7363485437979116,0.29579622953957635,0.29451216782270545
ROS_0,ROS_1,Precision,0.7588255896046299,0.7600914950646379,0.2774826852341256,0.27252223819961463
SMOTE_0,SMOTE_1,Recall,0.7374392439787313,0.74117880815457,0.2899069101145415,0.2880007305145417
SMOTE_0,SMOTE_1,F1,0.740693334683447,0.743618167078452,0.2897985106358826,0.28825982538372896
SMOTE_0,SMOTE_1,Precision,0.7598414474797918,0.7576532508486721,0.26873683647056007,0.2732313135588218
BSMOTE_0,BSMOTE_1,Recall,0.7382375199357605,0.7412493381073008,0.28891817512542195,0.28622125344667176
BSMOTE_0,BSMOTE_1,F1,0.741698676252867,0.7442525978280979,0.288321668497208,0.28565427520718584
BSMOTE_0,BSMOTE_1,Precision,0.7602017159100054,0.7596965818812175,0.2689890941423402,0.2681269348188276
SVM_0,SVM_1,Recall,0.7357046634213624,0.7354583081970661,0.2973462223110464,0.29765348719364976
SVM_0,SVM_1,F1,0.7399292391032367,0.7401165240193713,0.29381817974404106,0.2942159549824502
SVM_0,SVM_1,Precision,0.7615650257459192,0.7555936530241362,0.2677933921455391,0.277413081690208
SMOTENN_0,SMOTENN_1,Recall,0.8069874230897942,0.8048256399443509,0.21835434799775144,0.21961574643809184
SMOTENN_0,SMOTENN_1,F1,0.7597727392044384,0.758153764492624,0.25148032970573647,0.2530940365782026
SMOTENN_0,SMOTENN_1,Precision,0.733562808515654,0.7311975035716575,0.2773613622629965,0.27995729509309064
SMOTETomek_0,SMOTETomek_1,Recall,0.7429036994673552,0.7448796513174902,0.2844705448913512,0.2847996309648088
SMOTETomek_0,SMOTETomek_1,F1,0.7434678617502984,0.744828891748484,0.28469086331731386,0.2861174353763164
SMOTETomek_0,SMOTETomek_1,Precision,0.759029024902706,0.7551432480393528,0.2667401425241464,0.2744806821000263
